customer_id,stock_code,similarity_score,rank,match_reason
15556,21731,0.753783,2,"{""co_purchased_with"": ""22466"", ""source"": ""동시구매"", ""segment_support"": 0.044643}"
15556,21452,0.750267,3,"{""co_purchased_with"": ""22466"", ""source"": ""동시구매"", ""segment_support"": 0.03125}"
15557,22086,0.790896,1,"{""co_purchased_with"": ""21098"", ""source"": ""동시구매"", ""segment_support"": 0.131696}"
15557,22113,0.782564,2,"{""co_purchased_with"": ""23356"", ""source"": ""동시구매"", ""segment_support"": 0.042411}"
15557,23100,0.768687,3,"{""co_purchased_with"": ""23103"", ""source"": ""동시구매"", ""segment_support"": 0.024554}"
15558,22296,0.808879,1,"{""co_purchased_with"": ""22156"", ""source"": ""동시구매"", ""segment_support"": 0.036618}"
15558,22295,0.808661,2,"{""co_purchased_with"": ""22156"", ""source"": ""동시구매"", ""segment_support"": 0.024864}"
15558,21385,0.805396,3,"{""co_purchased_with"": ""22156"", ""source"": ""동시구매"", ""segment_support"": 0.023056}"
15559,21533,0.754145,1,"{""co_purchased_with"": ""21535"", ""source"": ""동시구매"", ""segment_support"": 0.026221}"
15559,21843,0.750797,2,"{""co_purchased_with"": ""21539"", ""source"": ""동시구매"", ""segment_support"": 0.040235}"
15559,22168,0.745006,3,"{""co_purchased_with"": ""21906"", ""source"": ""동시구매"", ""segment_support"": 0.014014}"
15560,22139,0.846322,1,"{""co_purchased_with"": ""22619"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
15560,22086,0.798396,2,"{""co_purchased_with"": ""84347"", ""source"": ""동시구매"", ""segment_support"": 0.099668}"
15560,21891,0.79385,3,"{""co_purchased_with"": ""22620"", ""source"": ""동시구매"", ""segment_support"": 0.060631}"
15561,21914,0.854884,1,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.172387}"
15561,22561,0.853984,2,"{""co_purchased_with"": ""22623"", ""source"": ""동시구매"", ""segment_support"": 0.212168}"
15561,22549,0.836766,3,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.167707}"
15562,18098C,0.770322,1,"{""co_purchased_with"": ""72008"", ""source"": ""동시구매"", ""segment_support"": 0.024086}"
15562,72023F,0.732743,2,"{""co_purchased_with"": ""72008"", ""source"": ""동시구매"", ""segment_support"": 0.011628}"
15562,17165D,0.724257,3,"{""co_purchased_with"": ""72008"", ""source"": ""동시구매"", ""segment_support"": 0.012458}"
15563,22197,0.781809,1,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.195008}"
15563,84375,0.760078,2,"{""co_purchased_with"": ""84992"", ""source"": ""동시구매"", ""segment_support"": 0.170827}"
15563,20728,0.753125,3,"{""co_purchased_with"": ""22384"", ""source"": ""동시구매"", ""segment_support"": 0.277691}"
15564,21326,0.894309,1,"{""co_purchased_with"": ""84947"", ""source"": ""동시구매"", ""segment_support"": 0.039037}"
15564,84949,0.882163,2,"{""co_purchased_with"": ""84946"", ""source"": ""동시구매"", ""segment_support"": 0.053156}"
15564,22791,0.846762,3,"{""co_purchased_with"": ""84946"", ""source"": ""동시구매"", ""segment_support"": 0.015781}"
15565,85150,0.905332,1,"{""co_purchased_with"": ""21166"", ""source"": ""동시구매"", ""segment_support"": 0.017857}"
15565,82600,0.895376,2,"{""co_purchased_with"": ""21175"", ""source"": ""동시구매"", ""segment_support"": 0.006696}"
15565,85152,0.890515,3,"{""co_purchased_with"": ""21175"", ""source"": ""동시구매"", ""segment_support"": 0.022321}"
15566,85038,0.765056,1,"{""co_purchased_with"": ""72741"", ""source"": ""동시구매"", ""segment_support"": 0.036545}"
15566,85040A,0.747194,2,"{""co_purchased_with"": ""72351B"", ""source"": ""동시구매"", ""segment_support"": 0.028239}"
15566,22189,0.706214,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.101329}"
15567,22722,0.781425,1,"{""co_purchased_with"": ""22969"", ""source"": ""동시구매"", ""segment_support"": 0.022321}"
15567,22960,0.778592,2,"{""co_purchased_with"": ""22969"", ""source"": ""동시구매"", ""segment_support"": 0.071429}"
15567,22720,0.766559,3,"{""co_purchased_with"": ""22969"", ""source"": ""동시구매"", ""segment_support"": 0.066964}"
15568,21034,0.81289,1,"{""co_purchased_with"": ""22633"", ""source"": ""동시구매"", ""segment_support"": 0.089512}"
15568,23356,0.791586,2,"{""co_purchased_with"": ""23355"", ""source"": ""동시구매"", ""segment_support"": 0.025316}"
15568,23077,0.763454,3,"{""co_purchased_with"": ""23503"", ""source"": ""동시구매"", ""segment_support"": 0.017631}"
15569,22139,0.771195,1,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.208511}"
15569,21034,0.744593,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.188652}"
15569,22759,0.740582,3,"{""co_purchased_with"": ""22557"", ""source"": ""동시구매"", ""segment_support"": 0.106383}"
15570,84836,0.776627,1,"{""co_purchased_with"": ""84978"", ""source"": ""동시구매"", ""segment_support"": 0.218409}"
15570,22507,0.734316,2,"{""co_purchased_with"": ""22189"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
15570,22158,0.732268,3,"{""co_purchased_with"": ""22694"", ""source"": ""동시구매"", ""segment_support"": 0.131825}"
15571,22904,0.736149,1,"{""co_purchased_with"": ""22906"", ""source"": ""동시구매"", ""segment_support"": 0.108424}"
15571,20979,0.732675,2,"{""co_purchased_with"": ""20978"", ""source"": ""동시구매"", ""segment_support"": 0.112324}"
15571,21914,0.721404,3,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.172387}"
15572,22197,0.781943,1,"{""co_purchased_with"": ""21034"", ""source"": ""동시구매"", ""segment_support"": 0.195008}"
15572,22507,0.781147,2,"{""co_purchased_with"": ""22189"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
15572,84978,0.768547,3,"{""co_purchased_with"": ""84970S"", ""source"": ""동시구매"", ""segment_support"": 0.172387}"
15573,84380,0.753089,1,"{""co_purchased_with"": ""84991"", ""source"": ""동시구매"", ""segment_support"": 0.10922}"
15573,85123A,0.747368,2,"{""co_purchased_with"": ""23321"", ""source"": ""동시구매"", ""segment_support"": 0.337589}"
15573,84375,0.743854,3,"{""co_purchased_with"": ""21977"", ""source"": ""동시구매"", ""segment_support"": 0.075177}"
15574,22139,0.781235,1,"{""co_purchased_with"": ""22617"", ""source"": ""동시구매"", ""segment_support"": 0.208511}"
15574,22556,0.767913,2,"{""co_purchased_with"": ""22555"", ""source"": ""동시구매"", ""segment_support"": 0.126241}"
15574,22551,0.76192,3,"{""co_purchased_with"": ""22554"", ""source"": ""동시구매"", ""segment_support"": 0.130496}"
15575,85014A,0.757273,1,"{""co_purchased_with"": ""85014B"", ""source"": ""동시구매"", ""segment_support"": 0.02396}"
15575,15060B,0.725778,2,"{""co_purchased_with"": ""85014B"", ""source"": ""동시구매"", ""segment_support"": 0.014467}"
15575,20829,0.712614,3,"{""co_purchased_with"": ""79321"", ""source"": ""동시구매"", ""segment_support"": 0.018083}"
15576,84879,0.850387,1,"{""co_purchased_with"": ""22178"", ""source"": ""동시구매"", ""segment_support"": 0.118304}"
15576,84978,0.845996,2,"{""co_purchased_with"": ""84970S"", ""source"": ""동시구매"", ""segment_support"": 0.029018}"
15576,85123A,0.818757,3,"{""co_purchased_with"": ""82482"", ""source"": ""동시구매"", ""segment_support"": 0.084821}"
15577,20725,0.843394,1,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.182979}"
15577,85123A,0.817259,2,"{""co_purchased_with"": ""22470"", ""source"": ""동시구매"", ""segment_support"": 0.337589}"
15577,22139,0.814435,3,"{""co_purchased_with"": ""20749"", ""source"": ""동시구매"", ""segment_support"": 0.208511}"
15578,22139,0.817575,1,"{""co_purchased_with"": ""23245"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
15578,21212,0.798547,2,"{""co_purchased_with"": ""22417"", ""source"": ""동시구매"", ""segment_support"": 0.100814}"
15578,22086,0.798258,3,"{""co_purchased_with"": ""22585"", ""source"": ""동시구매"", ""segment_support"": 0.076401}"
15579,72760B,0.759947,1,"{""co_purchased_with"": ""21843"", ""source"": ""동시구매"", ""segment_support"": 0.059574}"
15579,22113,0.746963,2,"{""co_purchased_with"": ""21485"", ""source"": ""동시구매"", ""segment_support"": 0.126241}"
15579,22189,0.743684,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.119149}"
15580,22139,0.791179,1,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
15580,22418,0.779526,2,"{""co_purchased_with"": ""22617"", ""source"": ""동시구매"", ""segment_support"": 0.027409}"
15580,21452,0.764752,3,"{""co_purchased_with"": ""22483"", ""source"": ""동시구매"", ""segment_support"": 0.02907}"
15581,22415,0.731837,1,"{""co_purchased_with"": ""79029"", ""source"": ""동시구매"", ""segment_support"": 0.036879}"
15581,21916,0.720621,2,"{""co_purchased_with"": ""21917"", ""source"": ""동시구매"", ""segment_support"": 0.053901}"
15581,84520B,0.71809,3,"{""co_purchased_with"": ""21076"", ""source"": ""동시구매"", ""segment_support"": 0.075177}"
15582,22149,0.848721,1,"{""co_purchased_with"": ""22147"", ""source"": ""동시구매"", ""segment_support"": 0.056058}"
15582,22150,0.82242,2,"{""co_purchased_with"": ""22147"", ""source"": ""동시구매"", ""segment_support"": 0.039783}"
15582,20972,0.8103,3,"{""co_purchased_with"": ""22147"", ""source"": ""동시구매"", ""segment_support"": 0.050633}"
15583,22557,0.81346,1,"{""co_purchased_with"": ""22554"", ""source"": ""동시구매"", ""segment_support"": 0.053345}"
15583,22139,0.798035,2,"{""co_purchased_with"": ""22759"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
15583,21034,0.793522,3,"{""co_purchased_with"": ""22197"", ""source"": ""동시구매"", ""segment_support"": 0.089512}"
15584,22189,0.778644,1,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.192668}"
15584,21733,0.77289,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.24337}"
15584,22507,0.745323,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
15585,84836,0.894542,1,"{""co_purchased_with"": ""22335"", ""source"": ""동시구매"", ""segment_support"": 0.050181}"
15585,85123A,0.860915,2,"{""co_purchased_with"": ""82482"", ""source"": ""동시구매"", ""segment_support"": 0.146022}"
15585,21754,0.837373,3,"{""co_purchased_with"": ""82482"", ""source"": ""동시구매"", ""segment_support"": 0.046112}"
15586,22348,0.722688,1,"{""co_purchased_with"": ""84992"", ""source"": ""동시구매"", ""segment_support"": 0.062292}"
15586,79000,0.718777,2,"{""co_purchased_with"": ""84279B"", ""source"": ""동시구매"", ""segment_support"": 0.031561}"
15586,20828,0.709138,3,"{""co_purchased_with"": ""15036"", ""source"": ""동시구매"", ""segment_support"": 0.046512}"
15587,79321,0.71796,1,"{""co_purchased_with"": ""22041"", ""source"": ""동시구매"", ""segment_support"": 0.126365}"
15587,22174,0.68986,2,"{""co_purchased_with"": ""82001S"", ""source"": ""동시구매"", ""segment_support"": 0.074883}"
15587,21935,0.681735,3,"{""co_purchased_with"": ""82001S"", ""source"": ""동시구매"", ""segment_support"": 0.089704}"
15588,22236,0.855941,1,"{""co_purchased_with"": ""22215"", ""source"": ""동시구매"", ""segment_support"": 0.021248}"
15588,22221,0.855732,2,"{""co_purchased_with"": ""22220"", ""source"": ""동시구매"", ""segment_support"": 0.006781}"
15588,22223,0.799971,3,"{""co_purchased_with"": ""22222"", ""source"": ""동시구매"", ""segment_support"": 0.006329}"
15589,21843,0.816116,1,"{""co_purchased_with"": ""21533"", ""source"": ""동시구매"", ""segment_support"": 0.108804}"
15589,22558,0.793194,2,"{""co_purchased_with"": ""84991"", ""source"": ""동시구매"", ""segment_support"": 0.078904}"
15589,22348,0.783208,3,"{""co_purchased_with"": ""21533"", ""source"": ""동시구매"", ""segment_support"": 0.062292}"
15590,22487,0.824525,1,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.097176}"
15590,21754,0.80534,2,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.134551}"
15590,22189,0.804749,3,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.101329}"
15591,84837,0.73305,1,"{""co_purchased_with"": ""79029"", ""source"": ""동시구매"", ""segment_support"": 0.019103}"
15591,21272,0.727382,2,"{""co_purchased_with"": ""79029"", ""source"": ""동시구매"", ""segment_support"": 0.025748}"
15591,22172,0.72712,3,"{""co_purchased_with"": ""79029"", ""source"": ""동시구매"", ""segment_support"": 0.0299}"
15592,21212,0.85205,1,"{""co_purchased_with"": ""22417"", ""source"": ""동시구매"", ""segment_support"": 0.080357}"
15592,23293,0.840255,2,"{""co_purchased_with"": ""23295"", ""source"": ""동시구매"", ""segment_support"": 0.058036}"
15592,84380,0.82906,3,"{""co_purchased_with"": ""22964"", ""source"": ""동시구매"", ""segment_support"": 0.037946}"
15593,22469,0.782072,1,"{""co_purchased_with"": ""23333"", ""source"": ""동시구매"", ""segment_support"": 0.065099}"
15593,22470,0.779796,2,"{""co_purchased_with"": ""23332"", ""source"": ""동시구매"", ""segment_support"": 0.062839}"
15593,23330,0.77787,3,"{""co_purchased_with"": ""23333"", ""source"": ""동시구매"", ""segment_support"": 0.01311}"
15594,85123A,0.843938,1,"{""co_purchased_with"": ""82482"", ""source"": ""동시구매"", ""segment_support"": 0.420437}"
15594,22139,0.829292,2,"{""co_purchased_with"": ""22637"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
15594,84879,0.818735,3,"{""co_purchased_with"": ""21136"", ""source"": ""동시구매"", ""segment_support"": 0.329173}"
15595,21375,0.886381,1,"{""co_purchased_with"": ""21376"", ""source"": ""동시구매"", ""segment_support"": 0.000904}"
15595,22185,0.509182,2,"{""co_purchased_with"": ""21376"", ""source"": ""동시구매"", ""segment_support"": 0.02396}"
15595,21761,0.50828,3,"{""co_purchased_with"": null, ""source"": ""세그먼트선호"", ""segment_support"": 0.001356}"
15596,22348,0.840872,1,"{""co_purchased_with"": ""21154"", ""source"": ""동시구매"", ""segment_support"": 0.078014}"
15596,22329,0.822478,2,"{""co_purchased_with"": ""22352"", ""source"": ""동시구매"", ""segment_support"": 0.052482}"
15596,20754,0.799538,3,"{""co_purchased_with"": ""21154"", ""source"": ""동시구매"", ""segment_support"": 0.08227}"
15597,85123A,0.890489,1,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.084821}"
15597,21733,0.877922,2,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.033482}"
15597,22457,0.854298,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.064732}"
15598,22457,0.870112,1,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.064732}"
15598,21733,0.862136,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.033482}"
15598,35970,0.839897,3,"{""co_purchased_with"": ""22578"", ""source"": ""동시구매"", ""segment_support"": 0.071429}"
15599,22139,0.796321,1,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
15599,22558,0.761089,2,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.042043}"
15599,22138,0.761085,3,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.124322}"
15600,21733,0.799807,1,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.144518}"
15600,22189,0.779276,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.101329}"
15600,22158,0.769512,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.046512}"
15601,22487,0.795135,1,"{""co_purchased_with"": ""21754"", ""source"": ""동시구매"", ""segment_support"": 0.205148}"
15601,22189,0.773363,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.192668}"
15601,84978,0.762026,3,"{""co_purchased_with"": ""84970S"", ""source"": ""동시구매"", ""segment_support"": 0.172387}"
15602,84836,0.842797,1,"{""co_purchased_with"": ""84970S"", ""source"": ""동시구매"", ""segment_support"": 0.218409}"
15602,22296,0.833609,2,"{""co_purchased_with"": ""22156"", ""source"": ""동시구매"", ""segment_support"": 0.142746}"
15602,22295,0.830911,3,"{""co_purchased_with"": ""22156"", ""source"": ""동시구매"", ""segment_support"": 0.134165}"
15603,22720,0.678992,1,"{""co_purchased_with"": ""22963"", ""source"": ""동시구매"", ""segment_support"": 0.070072}"
15603,23243,0.677237,2,"{""co_purchased_with"": ""22963"", ""source"": ""동시구매"", ""segment_support"": 0.024864}"
15603,72754A,0.633118,3,"{""co_purchased_with"": ""72755C"", ""source"": ""동시구매"", ""segment_support"": 0.000452}"
15604,84978,0.849224,1,"{""co_purchased_with"": ""22178"", ""source"": ""동시구매"", ""segment_support"": 0.029018}"
15604,23245,0.827605,2,"{""co_purchased_with"": ""22720"", ""source"": ""동시구매"", ""segment_support"": 0.073661}"
15604,84879,0.813347,3,"{""co_purchased_with"": ""22178"", ""source"": ""동시구매"", ""segment_support"": 0.118304}"
15605,22507,0.766688,1,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
15605,48138,0.764581,2,"{""co_purchased_with"": ""20685"", ""source"": ""동시구매"", ""segment_support"": 0.25039}"
15605,85123A,0.762774,3,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.420437}"
15606,22467,0.774125,1,"{""co_purchased_with"": ""79321"", ""source"": ""동시구매"", ""segment_support"": 0.096454}"
15606,22139,0.760895,2,"{""co_purchased_with"": ""20749"", ""source"": ""동시구매"", ""segment_support"": 0.208511}"
15606,20914,0.75498,3,"{""co_purchased_with"": ""22666"", ""source"": ""동시구매"", ""segment_support"": 0.137589}"
15607,22348,0.731547,1,"{""co_purchased_with"": ""21218"", ""source"": ""동시구매"", ""segment_support"": 0.062292}"
15607,85232B,0.715994,2,"{""co_purchased_with"": ""21622"", ""source"": ""동시구매"", ""segment_support"": 0.034884}"
15607,84884A,0.715638,3,"{""co_purchased_with"": ""84971S"", ""source"": ""동시구매"", ""segment_support"": 0.046512}"
15608,85123A,0.840555,1,"{""co_purchased_with"": ""22766"", ""source"": ""동시구매"", ""segment_support"": 0.420437}"
15608,21733,0.809509,2,"{""co_purchased_with"": ""22766"", ""source"": ""동시구매"", ""segment_support"": 0.24337}"
15608,84836,0.808442,3,"{""co_purchased_with"": ""21390"", ""source"": ""동시구매"", ""segment_support"": 0.218409}"
15609,22487,0.836331,1,"{""co_purchased_with"": ""47566"", ""source"": ""동시구매"", ""segment_support"": 0.054702}"
15609,22507,0.802614,2,"{""co_purchased_with"": ""22139"", ""source"": ""동시구매"", ""segment_support"": 0.033002}"
15609,23298,0.787317,3,"{""co_purchased_with"": ""47566"", ""source"": ""동시구매"", ""segment_support"": 0.046112}"
15610,22411,0.870741,1,"{""co_purchased_with"": ""85099B"", ""source"": ""동시구매"", ""segment_support"": 0.03125}"
15610,23202,0.85268,2,"{""co_purchased_with"": ""85099B"", ""source"": ""동시구매"", ""segment_support"": 0.026786}"
15610,23203,0.850352,3,"{""co_purchased_with"": ""85099B"", ""source"": ""동시구매"", ""segment_support"": 0.046875}"
15611,22139,0.818115,1,"{""co_purchased_with"": ""23084"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
15611,22086,0.803168,2,"{""co_purchased_with"": ""22144"", ""source"": ""동시구매"", ""segment_support"": 0.322153}"
15611,22113,0.775993,3,"{""co_purchased_with"": ""23356"", ""source"": ""동시구매"", ""segment_support"": 0.178627}"
15612,22111,0.867009,1,"{""co_purchased_with"": ""84029E"", ""source"": ""동시구매"", ""segment_support"": 0.064732}"
15612,22113,0.863568,2,"{""co_purchased_with"": ""84029E"", ""source"": ""동시구매"", ""segment_support"": 0.042411}"
15612,22112,0.861973,3,"{""co_purchased_with"": ""84029E"", ""source"": ""동시구매"", ""segment_support"": 0.051339}"
15613,22090,0.775423,1,"{""co_purchased_with"": ""22083"", ""source"": ""동시구매"", ""segment_support"": 0.04792}"
15613,21977,0.769189,2,"{""co_purchased_with"": ""21212"", ""source"": ""동시구매"", ""segment_support"": 0.068716}"
15613,22558,0.769156,3,"{""co_purchased_with"": ""21212"", ""source"": ""동시구매"", ""segment_support"": 0.042043}"
15614,22507,0.778288,1,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.054817}"
15614,85123A,0.763639,2,"{""co_purchased_with"": ""22666"", ""source"": ""동시구매"", ""segment_support"": 0.292359}"
15614,22189,0.749984,3,"{""co_purchased_with"": ""22666"", ""source"": ""동시구매"", ""segment_support"": 0.101329}"
15615,20914,0.806863,1,"{""co_purchased_with"": ""22667"", ""source"": ""동시구매"", ""segment_support"": 0.216849}"
15615,22189,0.793658,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.192668}"
15615,22558,0.791684,3,"{""co_purchased_with"": ""21212"", ""source"": ""동시구매"", ""segment_support"": 0.195788}"
15616,21794,0.777479,1,"{""co_purchased_with"": ""21793"", ""source"": ""동시구매"", ""segment_support"": 0.006329}"
15616,84520B,0.73381,2,"{""co_purchased_with"": ""84536A"", ""source"": ""동시구매"", ""segment_support"": 0.014014}"
15616,22168,0.713424,3,"{""co_purchased_with"": ""35400"", ""source"": ""동시구매"", ""segment_support"": 0.014014}"
15617,22575,0.820856,1,"{""co_purchased_with"": ""22571"", ""source"": ""동시구매"", ""segment_support"": 0.026578}"
15617,22121,0.8096,2,"{""co_purchased_with"": ""22694"", ""source"": ""동시구매"", ""segment_support"": 0.039867}"
15617,21733,0.808183,3,"{""co_purchased_with"": ""22694"", ""source"": ""동시구매"", ""segment_support"": 0.144518}"
15618,22469,0.88002,1,"{""co_purchased_with"": ""23329"", ""source"": ""동시구매"", ""segment_support"": 0.065099}"
15618,85123A,0.863874,2,"{""co_purchased_with"": ""84879"", ""source"": ""동시구매"", ""segment_support"": 0.146022}"
15618,84836,0.860002,3,"{""co_purchased_with"": ""21136"", ""source"": ""동시구매"", ""segment_support"": 0.050181}"
15619,22720,0.784495,1,"{""co_purchased_with"": ""23243"", ""source"": ""동시구매"", ""segment_support"": 0.066964}"
15619,23209,0.778156,2,"{""co_purchased_with"": ""23681"", ""source"": ""동시구매"", ""segment_support"": 0.037946}"
15619,23342,0.771898,3,"{""co_purchased_with"": ""22191"", ""source"": ""동시구매"", ""segment_support"": 0.015625}"
15620,85123A,0.811121,1,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.146022}"
15620,22487,0.8001,2,"{""co_purchased_with"": ""84879"", ""source"": ""동시구매"", ""segment_support"": 0.054702}"
15620,22457,0.789536,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.073237}"
15621,72741,0.713157,1,"{""co_purchased_with"": ""21733"", ""source"": ""동시구매"", ""segment_support"": 0.046112}"
15621,23323,0.7081,2,"{""co_purchased_with"": ""21733"", ""source"": ""동시구매"", ""segment_support"": 0.019439}"
15621,72799F,0.696354,3,"{""co_purchased_with"": ""72799E"", ""source"": ""동시구매"", ""segment_support"": 0.004521}"
15622,22139,0.787217,1,"{""co_purchased_with"": ""22621"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
15622,22487,0.773286,2,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.205148}"
15622,22558,0.769662,3,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.195788}"
15623,22189,0.790553,1,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.119149}"
15623,84836,0.785002,2,"{""co_purchased_with"": ""84978"", ""source"": ""동시구매"", ""segment_support"": 0.157447}"
15623,22188,0.778995,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.062411}"
15624,22189,0.844799,1,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.03255}"
15624,22457,0.841066,2,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.073237}"
15624,84836,0.838745,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.050181}"
15625,84077,0.80628,1,"{""co_purchased_with"": ""21914"", ""source"": ""동시구매"", ""segment_support"": 0.112057}"
15625,22620,0.80539,2,"{""co_purchased_with"": ""21891"", ""source"": ""동시구매"", ""segment_support"": 0.085106}"
15625,22619,0.802857,3,"{""co_purchased_with"": ""21891"", ""source"": ""동시구매"", ""segment_support"": 0.112057}"
15626,22139,0.823661,1,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
15626,85123A,0.789616,2,"{""co_purchased_with"": ""22470"", ""source"": ""동시구매"", ""segment_support"": 0.146022}"
15626,21733,0.786308,3,"{""co_purchased_with"": ""22470"", ""source"": ""동시구매"", ""segment_support"": 0.052893}"
15627,22329,0.771305,1,"{""co_purchased_with"": ""21218"", ""source"": ""동시구매"", ""segment_support"": 0.034053}"
15627,21976,0.746075,2,"{""co_purchased_with"": ""21210"", ""source"": ""동시구매"", ""segment_support"": 0.052326}"
15627,20719,0.729865,3,"{""co_purchased_with"": ""22355"", ""source"": ""동시구매"", ""segment_support"": 0.039037}"
15628,20914,0.797334,1,"{""co_purchased_with"": ""22558"", ""source"": ""동시구매"", ""segment_support"": 0.216849}"
15628,22666,0.795314,2,"{""co_purchased_with"": ""22667"", ""source"": ""동시구매"", ""segment_support"": 0.26209}"
15628,22507,0.786706,3,"{""co_purchased_with"": ""22558"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
15629,21868,0.74362,1,"{""co_purchased_with"": ""21069"", ""source"": ""동시구매"", ""segment_support"": 0.060631}"
15629,21876,0.733729,2,"{""co_purchased_with"": ""21069"", ""source"": ""동시구매"", ""segment_support"": 0.026578}"
15629,21870,0.730496,3,"{""co_purchased_with"": ""21071"", ""source"": ""동시구매"", ""segment_support"": 0.04485}"
15630,22139,0.786592,1,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
15630,85099B,0.76687,2,"{""co_purchased_with"": ""22386"", ""source"": ""동시구매"", ""segment_support"": 0.082731}"
15630,20725,0.759468,3,"{""co_purchased_with"": ""21931"", ""source"": ""동시구매"", ""segment_support"": 0.05651}"
15631,21704,0.800289,1,"{""co_purchased_with"": ""21889"", ""source"": ""동시구매"", ""segment_support"": 0.020344}"
15631,22561,0.769543,2,"{""co_purchased_with"": ""21889"", ""source"": ""동시구매"", ""segment_support"": 0.045208}"
15631,22139,0.768087,3,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
15632,22139,0.806501,1,"{""co_purchased_with"": ""22621"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
15632,85123A,0.803033,2,"{""co_purchased_with"": ""21754"", ""source"": ""동시구매"", ""segment_support"": 0.420437}"
15632,23298,0.801262,3,"{""co_purchased_with"": ""23209"", ""source"": ""동시구매"", ""segment_support"": 0.25507}"
15633,22348,0.77906,1,"{""co_purchased_with"": ""21218"", ""source"": ""동시구매"", ""segment_support"": 0.062292}"
