customer_id,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rationale,analyzed_at,created_at
15344,일반고객,0,3,563.94,5,3,2,532,"마지막 구매 후 0일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £563.94입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15345,신규고객,45,1,393.54,4,1,2,412,"마지막 구매 후 45일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £393.54이고, 최근성 점수 4점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15346,이탈위험 고객,332,3,596.12,2,3,2,232,"마지막 구매 후 332일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 3회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £596.12이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 2점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15347,이탈위험 고객,366,4,1162.0,2,3,3,233,"마지막 구매 후 366일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 4회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £1,162.00이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15348,일반고객,72,1,158.04,3,1,1,311,"마지막 구매 후 72일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £158.04입니다. 최근성 점수 3점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15349,일반고객,158,2,463.91,3,2,2,322,"마지막 구매 후 158일이 지났고, 총 구매 횟수는 2회, 총 구매금액은 £463.91입니다. 최근성 점수 3점, 구매빈도 점수 2점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15350,이탈위험 고객,373,2,547.6,2,2,2,222,"마지막 구매 후 373일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £547.60이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 2점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15351,우수고객,12,10,3430.22,5,5,5,555,"마지막 구매 후 12일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 10회, 총 구매금액은 £3,430.22입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15352,일반고객,548,1,111.15,1,1,1,111,"마지막 구매 후 548일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £111.15입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15353,이탈위험 고객,254,7,2794.47,2,4,4,244,"마지막 구매 후 254일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 7회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £2,794.47이며, 최근성 점수 2점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15355,신규고객,29,2,277.05,4,2,1,421,"마지막 구매 후 29일이 지난 최근 구매 고객이며, 총 구매 횟수는 2회로 아직 낮은 편입니다. 총 구매금액은 £277.05이고, 최근성 점수 4점, 구매빈도 점수 2점, 구매금액 점수 1점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15356,우수고객,31,13,3239.57,4,5,5,455,"마지막 구매 후 31일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 13회, 총 구매금액은 £3,239.57입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15358,우수고객,4,42,16425.86,5,5,5,555,"마지막 구매 후 4일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 42회, 총 구매금액은 £16,425.86입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15359,이탈위험 고객,662,8,181.35,1,4,1,141,"마지막 구매 후 662일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 8회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £181.35이며, 최근성 점수 1점, 구매빈도 점수 4점, 구매금액 점수 1점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15360,신규고객,39,1,427.93,4,1,2,412,"마지막 구매 후 39일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £427.93이고, 최근성 점수 4점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15361,이탈위험 고객,361,4,689.07,2,3,3,233,"마지막 구매 후 361일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 4회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £689.07이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15362,이탈위험 고객,448,2,613.08,1,2,3,123,"마지막 구매 후 448일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £613.08이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15363,이탈위험 고객,372,2,678.11,2,2,3,223,"마지막 구매 후 372일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £678.11이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15364,일반고객,95,2,913.19,3,2,3,323,"마지막 구매 후 95일이 지났고, 총 구매 횟수는 2회, 총 구매금액은 £913.19입니다. 최근성 점수 3점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15365,우수고객,25,13,4557.13,4,5,5,455,"마지막 구매 후 25일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 13회, 총 구매금액은 £4,557.13입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15366,충성고객,75,7,2389.08,3,4,4,344,"마지막 구매 후 75일이 지났고, 총 구매 횟수는 7회로 반복 구매 성향이 강합니다. 총 구매금액은 £2,389.08이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15367,우수고객,57,11,5081.33,4,5,5,455,"마지막 구매 후 57일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 11회, 총 구매금액은 £5,081.33입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15368,신규고객,21,2,722.74,4,2,3,423,"마지막 구매 후 21일이 지난 최근 구매 고객이며, 총 구매 횟수는 2회로 아직 낮은 편입니다. 총 구매금액은 £722.74이고, 최근성 점수 4점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15369,이탈위험 고객,492,11,6251.26,1,5,5,155,"마지막 구매 후 492일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 11회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £6,251.26이며, 최근성 점수 1점, 구매빈도 점수 5점, 구매금액 점수 5점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15370,우수고객,40,8,3739.01,4,4,5,445,"마지막 구매 후 40일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 8회, 총 구매금액은 £3,739.01입니다. 최근성 점수 4점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15371,일반고객,662,1,59.400000000000006,1,1,1,111,"마지막 구매 후 662일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £59.40입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15372,충성고객,137,8,6017.0599999999995,3,4,5,345,"마지막 구매 후 137일이 지났고, 총 구매 횟수는 8회로 반복 구매 성향이 강합니다. 총 구매금액은 £6,017.06이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 5점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15373,우수고객,8,17,3084.54,5,5,5,555,"마지막 구매 후 8일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 17회, 총 구매금액은 £3,084.54입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15374,일반고객,128,2,307.32,3,2,2,322,"마지막 구매 후 128일이 지났고, 총 구매 횟수는 2회, 총 구매금액은 £307.32입니다. 최근성 점수 3점, 구매빈도 점수 2점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15375,일반고객,690,1,60.959999999999994,1,1,1,111,"마지막 구매 후 690일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £60.96입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15376,일반고객,40,3,1221.56,4,3,4,434,"마지막 구매 후 40일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £1,221.56입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15377,이탈위험 고객,382,4,1211.75,2,3,4,234,"마지막 구매 후 382일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 4회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £1,211.75이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15378,이탈위험 고객,462,2,246.5,1,2,1,121,"마지막 구매 후 462일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £246.50이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 1점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15379,충성고객,169,8,4877.84,3,4,5,345,"마지막 구매 후 169일이 지났고, 총 구매 횟수는 8회로 반복 구매 성향이 강합니다. 총 구매금액은 £4,877.84이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 5점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15380,우수고객,8,11,3248.96,5,5,5,555,"마지막 구매 후 8일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 11회, 총 구매금액은 £3,248.96입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15381,이탈위험 고객,213,5,1890.57,2,4,4,244,"마지막 구매 후 213일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 5회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £1,890.57이며, 최근성 점수 2점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15382,우수고객,14,12,13733.550000000001,5,5,5,555,"마지막 구매 후 14일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 12회, 총 구매금액은 £13,733.55입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15384,일반고객,169,4,2027.79,3,3,4,334,"마지막 구매 후 169일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £2,027.79입니다. 최근성 점수 3점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15385,일반고객,40,3,942.08,4,3,3,433,"마지막 구매 후 40일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £942.08입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15386,일반고객,186,1,394.14,3,1,2,312,"마지막 구매 후 186일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £394.14입니다. 최근성 점수 3점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15387,일반고객,492,1,468.65,1,1,2,112,"마지막 구매 후 492일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £468.65입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15388,일반고객,270,1,140.54,2,1,1,211,"마지막 구매 후 270일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £140.54입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15389,충성고객,172,5,2733.8,3,4,4,344,"마지막 구매 후 172일이 지났고, 총 구매 횟수는 5회로 반복 구매 성향이 강합니다. 총 구매금액은 £2,733.80이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15390,이탈위험 고객,396,2,1216.66,2,2,4,224,"마지막 구매 후 396일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £1,216.66이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 4점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15391,일반고객,584,1,289.87,1,1,2,112,"마지막 구매 후 584일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £289.87입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15392,우수고객,4,7,2911.62,5,4,5,545,"마지막 구매 후 4일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 7회, 총 구매금액은 £2,911.62입니다. 최근성 점수 5점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15393,충성고객,16,5,891.34,5,4,3,543,"마지막 구매 후 16일이 지났고, 총 구매 횟수는 5회로 반복 구매 성향이 강합니다. 총 구매금액은 £891.34이며, 최근성 점수 5점, 구매빈도 점수 4점, 구매금액 점수 3점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15394,우수고객,9,11,5286.8,5,5,5,555,"마지막 구매 후 9일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 11회, 총 구매금액은 £5,286.80입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15395,일반고객,325,1,107.45,2,1,1,211,"마지막 구매 후 325일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £107.45입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15396,일반고객,112,2,796.38,3,2,3,323,"마지막 구매 후 112일이 지났고, 총 구매 횟수는 2회, 총 구매금액은 £796.38입니다. 최근성 점수 3점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15397,일반고객,289,1,94.0,2,1,1,211,"마지막 구매 후 289일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £94.00입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15398,신규고객,16,2,1345.53,5,2,4,524,"마지막 구매 후 16일이 지난 최근 구매 고객이며, 총 구매 횟수는 2회로 아직 낮은 편입니다. 총 구매금액은 £1,345.53이고, 최근성 점수 5점, 구매빈도 점수 2점, 구매금액 점수 4점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15399,일반고객,1,3,815.77,5,3,3,533,"마지막 구매 후 1일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £815.77입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15400,충성고객,92,8,1302.3,3,4,4,344,"마지막 구매 후 92일이 지났고, 총 구매 횟수는 8회로 반복 구매 성향이 강합니다. 총 구매금액은 £1,302.30이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15401,이탈위험 고객,452,2,216.95,1,2,1,121,"마지막 구매 후 452일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £216.95이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 1점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15402,충성고객,148,6,1830.1200000000001,3,4,4,344,"마지막 구매 후 148일이 지났고, 총 구매 횟수는 6회로 반복 구매 성향이 강합니다. 총 구매금액은 £1,830.12이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15403,이탈위험 고객,491,2,170.88,1,2,1,121,"마지막 구매 후 491일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £170.88이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 1점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15404,일반고객,375,1,257.06,2,1,1,211,"마지막 구매 후 375일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £257.06입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15405,이탈위험 고객,189,2,659.84,2,2,3,223,"마지막 구매 후 189일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £659.84이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15406,일반고객,31,4,975.87,4,3,3,433,"마지막 구매 후 31일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £975.87입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15407,일반고객,33,4,1046.74,4,3,3,433,"마지막 구매 후 33일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £1,046.74입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15408,일반고객,264,1,267.18,2,1,1,211,"마지막 구매 후 264일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £267.18입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15409,일반고객,721,1,131.25,1,1,1,111,"마지막 구매 후 721일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £131.25입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15410,충성고객,84,10,4685.72,3,5,5,355,"마지막 구매 후 84일이 지났고, 총 구매 횟수는 10회로 반복 구매 성향이 강합니다. 총 구매금액은 £4,685.72이며, 최근성 점수 3점, 구매빈도 점수 5점, 구매금액 점수 5점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15411,일반고객,26,4,1348.93,4,3,4,434,"마지막 구매 후 26일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £1,348.93입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
15412,일반고객,171,1,190.53,3,1,1,311,"마지막 구매 후 171일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £190.53입니다. 최근성 점수 3점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
